ID,name,store_uscore,full_price,developers,publishers,categories,genres,tags,meta_score,meta_uscore,igdb_score,igdb_uscore
5242,Animalia - The Quiz Game,78,1099,Marcos Rocha,Marcos Rocha,"Single-player,Steam Achievements",Casual,Casual,,,,
5243,Galactic Lords,56,299,"TheDreik,Xeneder",Xitilon,"Single-player,Steam Achievements","Action,Casual,Indie,Strategy","Casual,Strategy,Action,Indie",,,,
5244,Pathstow Mystery VR,75,999,Mystic cat,Mystic cat,"Single-player,Steam Achievements","Adventure,Indie","Adventure,Indie,VR",,,,
5245,Guns'n'Stories: Preface VR,87,,MIROWIN,MIROWIN,Single-player,"Action,Adventure,Free to Play,Indie","Free to Play,Adventure,Indie,Action,Shooter,Western,VR,VR Only",,,,
5246,Crazy Toad,25,499,baKno Games,baKno Games,Single-player,"Casual,Indie","Casual,Indie",,,,
5247,VOID,78,1099,Vifth Floor,Sekai Project,"Single-player,Steam Achievements,Steam Trading Cards","Violent,Casual,Indie","Violent,Indie,Casual,Visual Novel,Story Rich,Anime",,,,50
5248,Blackberry Honey,98,1299,ebi-hime,ebi-hime,"Single-player,Steam Achievements,Steam Trading Cards","Adventure,Indie","Visual Novel,Sexual Content,Nudity,Indie,Adventure,Anime,Female Protagonist",,,,70
5249,SweeperVR,80,399,Awesome Stuff Software,Awesome Stuff Software,Single-player,Casual,"Casual,VR",,,,
5250,Flippt,80,299,"Luetso, LLC","Luetso, LLC","Single-player,Steam Achievements",Indie,Indie,,,,
5251,The Chemist,61,1199,tensixfour Creative,tensixfour Digital,Single-player,"Casual,Indie,Simulation,Early Access","Early Access,Indie,Casual,Simulation",,,,70
5252,Battle of Red Cliffs VR,79,2999,WISECAT,WISECAT,"Single-player,Steam Achievements,Steam Cloud,Stats","Gore,Action","Action,Gore,VR,Action-Adventure",,,,
5253,Halloween Knight,50,999,Chris Patton,Chris Patton,"Single-player,Steam Achievements","Action,Indie","Action,Indie",,,,
5254,Premier Buggy Racing Tour,26,99,JDRumble,JDRumble,"Single-player,Steam Achievements,Full controller support,Steam Leaderboards","Indie,Racing,Sports","Racing,Sports,Indie",,,,
5255,Battlevoid: Sector Siege,54,999,Bugbyte Ltd.,Bugbyte Ltd.,"Single-player,Steam Achievements,Steam Cloud",Strategy,"Strategy,Space,RTS,Indie",,,,50
5256,Yorkshire Gubbins,97,499,Stairfall Institute,Stairfall Institute,"Single-player,Steam Achievements,Steam Cloud","Adventure,Casual,Indie","Adventure,Point & Click,Pixel Graphics,Comedy",,80,78,80
5257,Nirvana Pilot Yume,88,999,Dev9k,Dev9k,"Single-player,Steam Achievements,Full controller support","Action,Adventure,Indie,Racing,Sports","Sexual Content,Nudity,Indie,Adventure,Racing",,,,70
5258,Jewel of WonderLand,50,399,Myarcadegames Studios,Myarcadegames Studios,Single-player,"Adventure,Casual,Indie,Strategy",,,,,
5259,Gravity Ball,52,99,RewindApp,RewindApp,Single-player,"Casual,Indie","Casual,Indie",,,,
5260,El Ministerio del Tiempo VR: Salva el tiempo,55,,Future Lighthouse,RTVE,Single-player,Adventure,"Adventure,VR",,,,
5261,The Ultimate Trivia Challenge,80,499,LoadUpGames.com,LoadUpGames.com,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Partial Controller Support,Remote Play Together",Casual,Casual,,,,
5262,Grape Jelly,59,199,Primitive Studio,Droid Riot,Single-player,"Casual,Indie,Racing","Indie,Casual,Racing",,,,
5263,Dino Scourge,86,,Scourgey Works,Scourgey Works,Single-player,"Action,Adventure,Free to Play,RPG,Early Access","Early Access,RPG,Action,Free to Play,Adventure",,,,
5264,SKIMMERZ,50,199,Harrison Went,Harrison Went,"Single-player,Partial Controller Support","Action,Casual,Indie","Indie,Action,Casual",,,,
5265,Drosoph Hotel,92,1599,Mythic Chest,Mythic Chest,"Single-player,Steam Achievements,Partial Controller Support","Adventure,Indie,Simulation,Strategy,Early Access","Early Access,Indie,Strategy,Simulation,Adventure,Survival Horror,Horror",,,,
5266,The Flight Of Dowran,20,599,RSK Entertainment,Strategy First,Single-player,"Violent,Action","Violent,Action",,,,
5267,Konrad the Rocket,75,99,Leonardo Alexandrino,Leonardo Alexandrino,"Single-player,Steam Achievements,Full controller support","Action,Indie","Action,Indie,Difficult,Platformer",,,,
5268,Mulletman and the Molemen,67,499,Stevemata,Stevemata,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Remote Play on TV,Remote Play Together","Action,Indie","Action,Indie,Pixel Graphics,Platformer,Puzzle-Platformer,Puzzle,Difficult",,,,
5269,Super Dungeon Master Ace RPG,82,,Dave Gumble,Dave Gumble,"Single-player,Steam Achievements,Full controller support","Action,Adventure,Casual,Indie,RPG","Free to Play,Action,Indie,Adventure,RPG,Casual,Strategy,Pixel Graphics,RPGMaker,Dungeon Crawler,Top-Down,Retro,Action RPG,Story Rich,Action-Adventure,Puzzle,Singleplayer,Great Soundtrack,Funny,Fantasy",,,,
5270,KEEPER- the hunter of insects,75,199,Danilo Valeite,DVL GAMES,"Single-player,Partial Controller Support","Action,Adventure,Indie","Action,Indie,Adventure",,,,
5271,Divide & Conquer,50,999,Lunchbox Edu,Lunchbox Edu,Single-player,"Action,Adventure,Casual,Indie,Strategy,Early Access","Early Access,Strategy,Adventure,Action,Indie,Casual",,,,
5272,Critters - Cute Cubs in a Cruel World,50,,EmberSparkz,EmberSparkz,"Single-player,Partial Controller Support","Indie,Early Access","Early Access,Indie,Cute",,,,
5273,Tales of Inca - Lost Land,,999,magnussoft,magnussoft,"Single-player,Steam Cloud",Casual,,,,,
5274,Yerah,50,599,DigitalWolfByte,DigitalWolfByte,"Single-player,Steam Achievements,Steam Cloud","Adventure,Indie,RPG,Simulation","Indie,Simulation,RPG,Casual,Adventure",,,,
5275,Power of The Void,83,599,SVGames,SVGames,Single-player,"Adventure,Indie","Indie,Adventure,Difficult,Platformer,Puzzle,Character Customization,Cute,Time Manipulation,Fast-Paced,Bullet Time",,,,
5276,Hiro's Harvest Season,,499,Mad Mag Store,Mad Mag Store,"Single-player,Steam Achievements,Stats,Steam Leaderboards",Casual,,,,,
5277,De Mambo,88,1299,The Dangerous Kitchen,"The Dangerous Kitchen,Chorus Worldwide","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Partial Controller Support,Remote Play Together","Action,Indie,Early Access","Early Access,Action,Indie",,,,
5278,Reigns: Her Majesty,86,299,"Nerial,Synaptic Insight Technology Systems",Devolver Digital,"Single-player,Steam Achievements,Partial Controller Support","Casual,Indie,Simulation","Indie,Casual,Simulation,Female Protagonist,Choices Matter,Strategy",81,70,83,65
5279,The Occupant,25,199,"Agency Principle,Purple Pwny Studios",Agency Principle,Single-player,Indie,"Indie,Horror,First-Person",,,,
5280,Cyberia 2: Resurrection,86,999,Xatrix Entertainment,Interplay,Single-player,"Action,Adventure,Strategy","Action,Adventure,Strategy",,,76,
5281,Hold Your Own,72,1499,DistrictWare inc.,DistrictWare inc.,"Single-player,Multi-player,Co-op,Online Co-op","Action,Adventure,Indie,Simulation,Early Access","Early Access,Indie,Action,Survival,Crafting",,,,60
5282,Boom Island,59,99,Caden Goodwin,csgood,"Single-player,Steam Achievements,Partial Controller Support,Includes level editor","Action,Indie","Indie,Action,Shooter,Alternate History,FPS,Arcade,Singleplayer,Flight,Survival,World War I,Great Soundtrack",,,,60
5283,Viral,57,99,Dunfan Lu,Dunfan Lu,"Multi-player,PvP,Shared/Split Screen PvP,Cross-Platform Multiplayer,Remote Play Together","Action,Casual,Indie","Indie,Action,Casual,FPS",,,,
5284,Bubble Rush,50,99,Bernard Bell,Bernard Bell,"Single-player,Partial Controller Support,Stats","Action,Adventure,Casual,Indie",,,,,
5285,Rainbow Snake,77,99,RandomSpin,RandomSpin,"Single-player,Steam Achievements",Casual,Casual,,,,60
5286,SoTo,57,1199,Onuralp KanatsÄ±z,Onuralp KanatsÄ±z,"Single-player,Steam Achievements,Full controller support,Stats",Indie,"Indie,Casual",,,,
5287,Bloodworks,66,,Engin Mercan,Engin Mercan,"Single-player,Steam Achievements,Steam Workshop,Partial Controller Support","Action,Casual,Free to Play,Indie","Free to Play,Casual,Indie,Action",,,,
5288,Kyklos Code,92,,Cube Factory,Cube Factory,Single-player,"Action,Indie","Indie,Action,Puzzle",,,,
5289,Super Arcade Boy in Defender of Planet Earth,50,199,LoadUpGames.com,LoadUpGames.com,"Single-player,Partial Controller Support",Action,Action,,,,
5290,AgeOfDarkness,29,199,Steven Mildenhall,Steven Mildenhall,"Single-player,Multi-player,PvP,Online PvP","Violent,Gore,Action,Adventure,Indie,Early Access","Early Access,Adventure,Action,Indie,Violent,Gore",,,,
5291,Artifact Quest 2 - Match 3 Puzzle,83,499,Best Friend Games,Best Friend Games,"Single-player,Steam Achievements","Adventure,Casual,Indie","Casual,Indie",,,,
5292,Domino Dungeon,55,399,Russpuppy,Russpuppy,Single-player,"Action,Casual,Indie,Simulation","Action,Casual,Indie,Simulation",,,,
5293,Super Dungeon Boy,81,99,Tower Up Studios,Tower Up Studios,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats","Action,Indie","Action,Indie,Platformer,Retro,Adventure,2D,Singleplayer,Pixel Graphics,Atmospheric,Side Scroller,Dungeon Crawler,Great Soundtrack,Exploration,Replay Value,Controller,Difficult,Fast-Paced,Action-Adventure,Mystery Dungeon",,,,60
5294,Forever Home,94,99,Pixel Blade Games,Pixel Blade Games,"Single-player,Steam Achievements,Full controller support,Captions available,Steam Cloud","Adventure,Indie,RPG","Indie,Adventure,RPG,Funny,JRPG,RPGMaker",,,,70
5295,Depopulation,67,499,Aweswan studios,Aweswan studios,Single-player,"Casual,RPG,Simulation,Strategy","RPG,Simulation,Strategy,Violent,Casual",,,,
5296,NeoBoom2,46,99,BJGameInd,BJGameInd,"Single-player,Steam Achievements,Steam Trading Cards",Indie,Indie,,,,
5297,Solar Collector,67,199,Emily Peregrine,Emily Peregrine,Single-player,"Indie,Simulation,Strategy","Strategy,Simulation,Indie",,,,
5298,FoxyLand,69,299,BUG-Studio,OraMonkey,"Single-player,Steam Achievements,Full controller support","Adventure,Casual,Indie","Indie,Adventure,Casual,Platformer,Pixel Graphics",,,,50
5299,Cubic,84,99,Mikhail Melnikov,Mikhail Melnikov,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Casual,Indie","Indie,Casual,Puzzle",,,,70
5300,Loot Collection: Mahjong,33,199,Mahjong Game,Mahjong Game,Single-player,"Adventure,Casual,Indie,Simulation,Strategy","Casual,Indie,Simulation,Adventure,Strategy",,,,
5301,LSD,58,199,CUTE ANIME GIRLS,Tranquility games,"Single-player,Steam Achievements","Casual,Indie","Indie,Casual,Match 3,Arcade,Anime,Nudity",,,,
5302,AWS Argentina Wingshooting Simulator,89,399,Curse Box Studios,AWS,"Single-player,Steam Achievements,Partial Controller Support","Action,Simulation,Sports","Action,Sports,Simulation",,,,
5303,Rockland VR,50,399,VactoR,VactoR,"Single-player,Partial Controller Support,Steam Leaderboards","Casual,Indie",,,,,
5304,LOGistICAL: Japan,67,899,Sacada,Sacada,"Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards","Casual,Indie,Strategy","Casual,Indie,Strategy",,,,
5305,Derpy Dinos,80,,Derpy Dinos,Derpy Dinos,"Single-player,Steam Achievements,Full controller support,Steam Leaderboards","Action,Casual,Free to Play,Indie","Free to Play,Casual,Action,Indie,Dinosaurs",,,,
5306,The Survival Test VR: Defend To Death,86,599,QguGame,QguGame,Single-player,"Violent,Gore,Action,Adventure,Casual","Casual,Gore,Violent,Adventure,Action,VR",,,,
5307,Exorcism: Case Zero,48,499,Paul C. K. W,Paul C. K. W,Single-player,"Action,Adventure,Indie,RPG,Simulation","Indie,Action,Adventure,RPG,Gore,Simulation,Dark,Horror,First-Person,Atmospheric,Story Rich,Difficult",,,,
5308,Magic matchstick,64,99,Anime squad,Anime squÐ°d,"Single-player,Steam Achievements","Casual,Indie","Casual,Indie",,,,
5309,Left&Right,91,99,VITALII HOLIEV,VITALII HOLIEV,Single-player,"Casual,Indie","Casual,Indie",,,,
5310,Command: Shifting Sands,88,,WarfareSims,Slitherine Ltd.,Single-player,"Simulation,Strategy","Simulation,Strategy",,,,
5311,DEATHPIT 3000,86,399,Cyberlamb Studios,Cyberlamb Studios,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Cloud","Action,Indie","Indie,Action,Gore,Violent,Top-Down Shooter,Local Co-Op,Casual,Sci-fi,Arena Shooter",,,,70
5312,One Strike,98,499,Retro Reactor,Retro Reactor,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together","Violent,Action,Casual,Indie","Action,Casual,Violent,Indie,Fighting,Retro,Gore,2D Fighter",,,,70
5313,Chop Chop Princess!,75,699,Spectre EU,"Take Five Games,Dikobraz Games","Single-player,Partial Controller Support","Adventure,Indie,Racing","Racing,Indie,Adventure",,,,
5314,Unrested Development,63,199,Rock Cow Productions,Pig Ignorant Entertainment,Single-player,RPG,"RPG,Adventure,Indie,Comedy,RPGMaker",,,,
5315,DiamondFalls,50,999,GraphXGames,GraphXGames,Single-player,"Casual,Indie,Strategy","Strategy,Casual,Indie,2D,Puzzle",,,,
5316,Vitamin Girl / ãƒ“ã‚¿ãƒŸãƒ³ã‚¬ãƒ¼ãƒ«,55,799,Androzz,Androzz,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Indie","Indie,Action,Female Protagonist,Anime,Singleplayer,Difficult,Funny,Cute,Memes,Comedy",,,,
5317,Dead Noir the Heart,38,199,Aundre Rogers,Aundre Rogers,"Single-player,Steam Achievements,Full controller support","Casual,Indie","Casual,Indie,Adventure,Supernatural",,,,
5318,Prey with Gun å¸¦æžªçš„çŒŽç‰©,93,,å…”å­æ”¾æ˜ éƒ¨,å…”å­æ”¾æ˜ ,Single-player,"Casual,Free to Play,RPG","Free to Play,RPG,Casual,Anime,Indie,RPGMaker",,,,
5319,The Flesh God,87,299,Nuberu Games,Nuberu Games,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Action,Indie","Indie,Action,Platformer",,,,
5320,Gone Astray,64,99,Tom-Erik Nielsen,Tom-Erik Nielsen,Single-player,Indie,"Indie,Horror,Survival Horror",,,,
5321,Grey Zone,86,99,A.Lepunov,A.Lepunov,"Single-player,Commentary available","Action,Adventure,Indie,Strategy","Action,Indie,Strategy,Adventure",,,,
5322,Drone Infiltrator,33,1099,U24 Solutions,U24 Solutions,Single-player,"Action,Simulation,Strategy","Simulation,Action,Strategy,VR",,,,
5323,Fart Simulator 2018,95,199,SacriFACE Studio,SacriFACE Studio,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together","Action,Adventure,Casual,Indie,Simulation","Casual,Action,Indie,Simulation",,78,,
5324,Space Way,60,99,RewindApp,RewindApp,Single-player,"Casual,Indie","Indie,Casual",,,,
5325,Imperil,89,,Polybit,Polybit,"Single-player,Full controller support","Action,Adventure,Indie","Adventure,Action,Indie",,,,
5326,O'Fox Life,32,99,O'Stinky lab.,O'Stinky lab.,"Single-player,Steam Achievements,Steam Trading Cards",Indie,"Indie,Platformer",,,,30
5327,OVO Smash!,83,599,in Principle Games,in Principle Inc,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Remote Play Together","Casual,Indie","Indie,Casual",,,,
5328,Entanglement,95,499,Gopherwood Studios LLC,Gopherwood Studios LLC,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Remote Play Together",Casual,"Casual,Indie,Puzzle,Strategy",,,,
5329,Romans From Mars,,499,SideKick,Majesco Entertainment,"Single-player,Steam Achievements",Action,,,,,
5330,Romans From Mars 360,,1499,SideKick,Majesco Entertainment,"Single-player,Steam Achievements",Action,,,,,
5331,Cove Point Fun Center VR,62,399,Armet Games,Armet Games,Single-player,"Casual,Indie,Sports","Indie,Sports,Casual",,,,
5332,Prophecy I - The Viking Child,50,499,Imagitec,"Piko Interactive LLC,Classics Digital","Single-player,Partial Controller Support","Action,Adventure","Action,Adventure",,,,
5333,Daemonsgate,50,699,Imagitec,"Piko Interactive LLC,Classics Digital","Single-player,Partial Controller Support","Action,Adventure,RPG","Adventure,Action,RPG",,,,
5334,King's Table - The Legend of Ragnarok,60,499,Imagitec,"Piko Interactive LLC,Classics Digital","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Remote Play Together","Simulation,Strategy","Strategy,Simulation",,,,
5335,ReturnState,,1499,Jason Cecrle,Cecrle Games,"Single-player,Full controller support","Action,Adventure,Indie,Early Access",,,,,
5336,ELE BLAZE,50,399,Pixel Guy,Pixel Guy,"Single-player,Steam Achievements",Action,"Action,Female Protagonist,Adventure,Anime,Cute,Side Scroller,Singleplayer",,,,
5337,Magical Squash,91,499,RISING GAME,RISING GAME,"Single-player,Steam Achievements,Stats,Steam Leaderboards","Action,Casual,Indie,Simulation,Sports","VR,Indie,Action,Casual,Sports,Simulation",,,,60
5338,Taima Miko Yuugi,91,199,ã†ã‚“ã“ãƒ¢ãƒªãƒ¢ãƒªä¸¸,Paradise Project,"Single-player,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG","Sexual Content,Nudity,Indie,Adventure,RPG,Anime,RPGMaker,Female Protagonist",,,,70
5339,Demon And Fairy,40,99,bottyann,bottyann,"Single-player,Steam Achievements,Steam Cloud","Nudity,Adventure,Indie,Early Access","Early Access,Nudity,Indie,Adventure,Anime",,,,
5340,VR DREAM MATCH BASEBALL,29,1999,SOOTH Inc.,SOOTH Inc.,Single-player,Sports,"Sports,VR",,,,
5341,Puzzler,87,99,Monane,Monane,"Single-player,Steam Achievements,Steam Cloud","Casual,Indie","Indie,Casual,Puzzle,Relaxing",,,,
5342,é‰„é“é‹è»¢å£«VR,25,1199,"CRAVA,Inc.","CRAVA,Inc.",Single-player,"Casual,Simulation","Simulation,Casual,VR",,,,
5343,Free Bowling 3D,48,,"38,9_Degrees","38,9_Degrees","Single-player,Steam Achievements",Casual,Casual,,,,50
5344,War Planet Online: Global Conquest,56,,Gameloft,Gameloft,"Multi-player,MMO,Cross-Platform Multiplayer,Steam Achievements,In-App Purchases,Steam Cloud","Free to Play,Massively Multiplayer,Strategy","Free to Play,Massively Multiplayer,Strategy,Building,PvP,Real Time Tactics,PvE,Management,Tactical,Sandbox,Difficult",,,,
5345,Pi,75,499,Sylvain Seccia,Petite Fleur Productions,"Single-player,Full controller support","Action,Indie,Racing","Indie,Action,Racing",,,,
5346,Desert Craft,50,699,Vitaly Titov,Vitaly Titov,Single-player,"Adventure,Indie,Racing,Simulation,Early Access","Early Access,Adventure,Racing,Indie,Simulation",,,,
5347,Mad Gardener: Zombie Massacre,75,99,Parizagames Ltd.,Parizagames Ltd.,Single-player,"Action,Casual,Indie","Indie,Action,Casual",,,,
5348,Soccer Simulation,20,1499,Speedy,Speedy,"Single-player,Multi-player,PvP,Online PvP","Indie,Massively Multiplayer,Simulation,Sports,Early Access","Early Access,Sports,Simulation,Indie,Massively Multiplayer,Football,Realistic,Soccer",,,,
5349,Don't Panic!,61,199,"V34D4R,YELTYSH",Droid Riot,"Single-player,Includes level editor","Indie,Strategy","Strategy,Indie",,,,
5350,Pilli Adventure,50,499,Tavo,Calaca studios ,"Single-player,Full controller support","Action,Adventure,Indie","Action,Adventure,Indie",,,,
5351,Valknut,13,1199,Dyrnwyn Games,Dyrnwyn Games,Single-player,"Casual,Indie,Simulation,Strategy","Simulation,Strategy,Casual,Indie,Building,City Builder,Resource Management,Sandbox,Open World,Medieval,Survival,Management,Relaxing,Singleplayer,RTS,Economy,Difficult,Procedural Generation,Atmospheric,Historical",,,,30
5352,Colony,33,199,eugeniy_kh,eugeniy_kh,Single-player,"Indie,Simulation,Strategy","Simulation,Indie,Strategy,RTS,Real-Time",,,,
5353,Shikhondo(é£Ÿé­‚å¾’) - Soul Eater,84,999,DeerFarm,DeerFarm,"Single-player,Steam Achievements,Captions available,Partial Controller Support","Nudity,Action,Casual,Indie","Action,Indie,Casual,Bullet Hell,Shoot 'Em Up,Nudity,Shooter,Singleplayer,Anime,Female Protagonist,Arcade",,,62,70
5354,Get To Amkonius,,99,Amkonius Games,Amkonius Games,Single-player,"Adventure,Indie,RPG,Strategy",,,,,
5355,Vinewing,65,999,Eelooz AB,Eelooz AB,"Single-player,Steam Achievements,Stats","Adventure,Indie,RPG","Indie,Adventure,RPG",,,,70
5356,Legend of Fainn Dynasty ï½žBattles of Beautiful Warlordsï½ž,73,399,Dieselmine,Dieselmine,"Single-player,Steam Cloud","Sexual Content,Nudity,Adventure,Indie,Simulation,Strategy","Sexual Content,Nudity,Adventure,Strategy,Simulation,Indie,Anime",,,,40
5357,Fox Hime,86,199,AsicxArt,SakuraGame,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Casual,Indie,RPG","Visual Novel,Anime,Sexual Content,Casual,Nudity,Adventure,Indie,Cute,Mature",,,,
5358,Reaching for Petals: VR Edition,56,499,Blue Entropy Studios,Blue Entropy Studios,"Single-player,Full controller support","Adventure,Casual,Indie","Adventure,Casual,Indie,VR",,,79,50
5359,Armed Warrior VR,20,999,antrorse,antrorse,Single-player,"Gore,Action","Gore,Action,VR",,,,
5360,Caveman Alive,38,199,Vyacheslav Shilikhin,Vyacheslav Shilikhin,"Single-player,Steam Trading Cards","Adventure,Casual,Indie,Simulation","Indie,Adventure,Casual,Simulation",,,,
5361,Flappy Galaxy,48,99,Bacq Stellan,,"Single-player,Steam Achievements,Steam Leaderboards","Action,Casual,Indie,Racing","Indie,Action,Casual,Racing,2D,Difficult,Space,Runner,Singleplayer,Atmospheric,Sci-fi,Minimalist,Arcade,Competitive",,,,
5362,Tactical AR,89,1299,Tactical AR,Tactical AR,"Single-player,Steam Cloud,Includes level editor","Action,Simulation,Early Access","Early Access,Action,Simulation,Gore,Violent,VR",,,,
5363,TRIPLE TWENTY - VR Darts,,699,Ammonite Design Studios Ltd,Ammonite Design Studios Ltd,Single-player,"Casual,Indie,Simulation,Sports",,,,,
5364,Halloween: Jigsaw Puzzles,83,99,ThinkVirtual,ThinkVirtual,Single-player,Casual,Casual,,,,
5365,La Aventura De Axel,83,99,Tordrix Games,Tordrix,Single-player,"Adventure,Indie","Indie,Adventure",,,,
5366,Cats Make You Smarter!,93,,SandorHQ,SandorHQ,"Single-player,Steam Achievements",Casual,"Casual,Free to Play",,,,
5367,Blasteron,75,99,Bunny on Caffeine LLC,Bunny on Caffeine LLC,"Single-player,Full controller support","Action,Indie,Early Access","Early Access,Indie,Action,Shoot 'Em Up",,,,
5368,EGE DistantPlanet NonXXX,50,999,DevRifter,DevRifter,Single-player,"Casual,Indie","Casual,Indie,Space,VR",,,,
5369,La Tale - Evolved,54,,Actoz Soft,Papaya Play,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases,Partial Controller Support","Action,Adventure,Casual,Free to Play,Massively Multiplayer,RPG","Free to Play,RPG,Massively Multiplayer,Action,Adventure,Casual,Anime,2D",,,,
5370,Bounce Ball,25,199,SP Digital Arts Inc.,SP Digital Arts Inc.,Single-player,"Action,Casual,Indie","Casual,Action,Indie,Puzzle,Physics,Difficult,Singleplayer,Relaxing,Tactical,Strategy,Atmospheric,Simulation,Retro",,,,
5371,American Angst (Steam Deluxe Edition),75,99,M3G1DD0,M3G1DD0,Single-player,"Violent,Gore,Adventure,Indie,RPG","Adventure,Gore,Indie,Violent,RPG,Text-Based",,,,
5372,Where Are My Friends?,84,399,Beard Games Studio,Beard Games Studio,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV","Adventure,Indie","Adventure,Indie,Platformer,Side Scroller,2D,Aliens,Drama,Point & Click,Cute,Controller,Great Soundtrack,Atmospheric,Metroidvania,Historical",,,,
5373,LOGistICAL: USA - New York,88,999,Sacada,Sacada,"Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards","Casual,Indie,Strategy","Strategy,Casual,Indie",,,,
5374,Hot Runback - VR Runner,86,499,Yode group,Yode group,Single-player,"Action,Casual,Sports","Casual,Action,Sports,VR",,,,
5375,FIGHTING BOX,44,99,Artur Rezende,Artur Rezende,"Single-player,Full controller support","Casual,Indie","Casual,Indie",,,,
5376,My Coloring Book: Animals,78,99,For Kids,For Kids,"Single-player,Steam Achievements","Casual,Indie","Indie,Casual",,,,60
5377,Snake Treasure Chest,75,99,RagÄ±p HatunoÄŸlu,Pedica Games,"Single-player,Steam Achievements,Steam Leaderboards","Casual,Indie","Indie,Casual",,,,
5378,Renters Revenge,85,,Hyperbolic,Hyperbolic,Single-player,"Violent,Action","Violent,Action,VR",,,,
5379,Cursed Isles,50,999,Disgruntled Games LLC,Disgruntled Games LLC,"Single-player,Partial Controller Support","Action,Adventure,Casual,Indie,RPG,Early Access","Early Access,Adventure,Casual,Action,Indie,RPG",,,,
5380,Frontiers.io,67,99,Frontiers.io,Frontiers.io,Single-player,"Action,Adventure,Casual,Indie,Racing,Simulation,Sports,Strategy","Sports,Strategy,Adventure,Casual,Action,Indie,Simulation,Racing",,,,
5381,Sea Of Fatness: Save Humanity Together,76,299,Fusion.Robot & Co,Fusion.Robot & Co,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Remote Play Together","Adventure,Casual,Indie,Simulation","Casual,Indie,Adventure,Simulation,Dark Comedy,Co-op,Futuristic,4 Player Local,Local Multiplayer,Satire,Local Co-Op,Politics,Dark Humor",,,,
5382,"Highlands, Deep Waters",79,399,Hosted Games,Hosted Games,"Single-player,Steam Achievements,Captions available,Steam Cloud","Adventure,Indie,RPG","Adventure,Indie,RPG,Choose Your Own Adventure,Text-Based",,,,60
5383,ZhanDou (VR and Non-VR),62,999,KX Games,KX Games,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Full controller support",Action,"Action,Action-Adventure,Action RPG,PvE,PvP,VR,VR Only",,,,
5384,Daily Run,52,99,ZtarLab,ZtarLab,Single-player,"Casual,Indie","Indie,Casual",,,,
5385,Last Toon Standing,64,499,marutigames,marutigames,"Single-player,Steam Achievements",Action,Action,,,,50
5386,B A S E M E N T,43,,.,.,Single-player,Indie,"Indie,Horror,Historical",,,,
5387,Bitcoin Collector: Spinners Attack,35,99,Blender Games,Blender Games,"Single-player,Steam Achievements,Steam Cloud","Casual,Indie","Casual,Indie,Difficult,Platformer,2D,Singleplayer,Puzzle-Platformer,Puzzle,Atmospheric,Colorful,Great Soundtrack,Physics",,,,
5388,Cargo Breach,78,99,No. 28 Games,No. 28 Games,"Single-player,Steam Achievements","Action,Indie","Action,Gore,Indie,Violent,VR,VR Only",,,,
5389,Dean Daimon,45,99,Josh Tam Universe,OtakuMaker SARL,Single-player,"Action,Casual,Indie,Racing","Action,Casual,Indie,Racing,Arcade,Singleplayer,2D,Atmospheric,Dark,Difficult",,,,
5390,Dominions 5 - Warriors of the Faith,95,3999,Illwinter Game Design,Illwinter Game Design,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Remote Play Together","Indie,Strategy","Indie,Strategy,Fantasy,Turn-Based Strategy,4X,Turn-Based,God Game,Multiplayer",,84,,
5391,Hyperide VR,40,99,Kool2Play,Kool2Play,Single-player,Action,"Action,VR,VR Only",,,,
