ID,GlobalUniqueIdentifier,ScientificName,Order,Locality,DecimalLatitude,DecimalLongitude,YearCollected,MonthCollected,DayCollected,Collector,CollectorNumber,Remarks,SamplingEventIdentifier,TimeObservationsStarted,DurationInHours,NumberOfObservers,ObservationCount,ObservationDate,CommonName,BreedingBirdAtlasCode
B776,URN:NatureAlberta:ABATLAS2:99338-CAGO,Branta canadensis,Anseriformes,VK 28,49.5131,-112.041,2005,6,18,Lloyd Bennett,9779,,99338,13:00:00,1,0,10,Jun 18 2005 12:00AM,Canada Goose,H
B777,URN:NatureAlberta:ABATLAS2:99359-CAGO,Branta canadensis,Anseriformes,VL 34,50.0564,-111.911,2005,6,5,Lloyd Bennett,9779,,99359,16:00:00,1.5,0,130,Jun  5 2005 12:00AM,Canada Goose,FL
B778,URN:NatureAlberta:ABATLAS2:99363-CAGO,Branta canadensis,Anseriformes,VL 44,50.0575,-111.774,2005,6,5,Lloyd Bennett,9779,,99363,11:30:00,0.5,0,30,Jun  5 2005 12:00AM,Canada Goose,H
B779,URN:NatureAlberta:ABATLAS2:99384-CAGO,Branta canadensis,Anseriformes,VL 20,49.6961,-112.046,2005,5,28,Lloyd Bennett,9779,,99384,12:00:00,1.5,0,30,May 28 2005 12:00AM,Canada Goose,FL
B780,URN:NatureAlberta:ABATLAS2:99898-BCCH,Poecile atricapillus,Passeriformes,UQ 33,53.538,-113.49,2005,1,7,George Newton,4020,,99898,15:45:00,0.75,0,2,Jan  7 2005 12:00AM,Black-capped Chickadee,X
B781,URN:NatureAlberta:ABATLAS2:99902-BCCH,Poecile atricapillus,Passeriformes,UQ 33,53.538,-113.49,2005,2,27,George Newton,4020,,99902,11:00:00,1.5,0,16,Feb 27 2005 12:00AM,Black-capped Chickadee,X
B782,URN:NatureAlberta:ABATLAS2:11468-BCCH,Poecile atricapillus,Passeriformes,"Fish Creek Provincial Park East, Calgary",50.9167,-113.983,2005,1,26,Andrew Slater,2062,,11468,09:00:00,3,1,36,Jan 26 2005 12:00AM,Black-capped Chickadee,X
B783,URN:NatureAlberta:ABATLAS2:11468-CAGO,Branta canadensis,Anseriformes,"Fish Creek Provincial Park East, Calgary",50.9167,-113.983,2005,1,26,Andrew Slater,2062,,11468,09:00:00,3,1,125,Jan 26 2005 12:00AM,Canada Goose,X
B784,URN:NatureAlberta:ABATLAS2:11480-BCCH,Poecile atricapillus,Passeriformes,SW of Olds,51.7653,-114.246,2005,3,2,Alan Taylor,4371,,11480,15:50:00,1.16667,0,1,Mar  2 2005 12:00AM,Black-capped Chickadee,X
B785,URN:NatureAlberta:ABATLAS2:11480-CAGO,Branta canadensis,Anseriformes,SW of Olds,51.7653,-114.246,2005,3,2,Alan Taylor,4371,,11480,15:50:00,1.16667,0,46,Mar  2 2005 12:00AM,Canada Goose,P
B786,URN:NatureAlberta:ABATLAS2:92087-CAGO,Branta canadensis,Anseriformes,UN18 Atlas square,52.1897,-113.709,2005,5,7,Carolin Miller,4629,,92087,07:40:00,2.16667,2,8,May  7 2005 12:00AM,Canada Goose,P
B787,URN:NatureAlberta:ABATLAS2:92112-BCCH,Poecile atricapillus,Passeriformes,PH60 Water Valley SW,51.4667,-114.617,2005,5,29,Andrew Slater,2062,,92112,05:00:00,2.25,0,2,May 29 2005 12:00AM,Black-capped Chickadee,X
B788,URN:NatureAlberta:ABATLAS2:92112-CAGO,Branta canadensis,Anseriformes,PH60 Water Valley SW,51.4667,-114.617,2005,5,29,Andrew Slater,2062,,92112,05:00:00,2.25,0,2,May 29 2005 12:00AM,Canada Goose,X
B789,URN:NatureAlberta:ABATLAS2:92133-CAGO,Branta canadensis,Anseriformes,SW of Olds,51.7653,-114.246,2005,3,15,Alan Taylor,4371,,92133,06:00:00,4.83333,0,520,Mar 15 2005 12:00AM,Canada Goose,X
B790,URN:NatureAlberta:ABATLAS2:92137-CAGO,Branta canadensis,Anseriformes,SW of Olds,51.7653,-114.246,2005,3,17,Alan Taylor,4371,,92137,15:40:00,1.33333,0,1200,Mar 17 2005 12:00AM,Canada Goose,X
B791,URN:NatureAlberta:ABATLAS2:92158-CAGO,Branta canadensis,Anseriformes,Hillers Pond,51.7159,-113.83,2005,4,16,Alan Taylor,4371,,92158,12:30:00,-3.5,0,3,Apr 16 2005 12:00AM,Canada Goose,H
B792,URN:NatureAlberta:ABATLAS2:92162-CAGO,Branta canadensis,Anseriformes,Hillers Pond,51.7159,-113.83,2005,4,24,Alan Taylor,4371,,92162,06:00:00,6.75,0,12,Apr 24 2005 12:00AM,Canada Goose,P
B793,URN:NatureAlberta:ABATLAS2:11233-BCCH,Poecile atricapillus,Passeriformes,SW of Olds,51.7653,-114.246,2005,1,1,Alan Taylor,4371,,11233,14:30:00,1,0,1,Jan  1 2005 12:00AM,Black-capped Chickadee,X
B794,URN:NatureAlberta:ABATLAS2:11233-SNOW,Bubo scandiacus,Strigiformes,SW of Olds,51.7653,-114.246,2005,1,1,Alan Taylor,4371,,11233,14:30:00,1,0,1,Jan  1 2005 12:00AM,Snowy Owl,X
B795,URN:NatureAlberta:ABATLAS2:11467-GRJA,Perisoreus canadensis,Passeriformes,Brown Lowery Natural Area (near Priddis),50.8167,-114.35,2005,1,23,Andrew Slater,2062,,11467,08:30:00,2.5,0,1,Jan 23 2005 12:00AM,Gray Jay,X
B796,URN:NatureAlberta:ABATLAS2:11479-BCCH,Poecile atricapillus,Passeriformes,SW of Olds,51.7653,-114.246,2005,2,27,Alan Taylor,4371,,11479,12:00:00,1.5,0,2,Feb 27 2005 12:00AM,Black-capped Chickadee,X
B797,URN:NatureAlberta:ABATLAS2:92605-GRJA,Perisoreus canadensis,Passeriformes,UT47,56.5957,-113.527,2005,5,29,Jim Hamilton,9384,,92605,16:00:00,2,1,2,May 29 2005 12:00AM,Gray Jay,X
B798,URN:NatureAlberta:ABATLAS2:92630-COLO,Gavia immer,Gaviiformes,VQ22,53.4686,-112.13,2005,5,1,Jim Lange,4882,,92630,06:00:00,3,1,1,May  1 2005 12:00AM,Common Loon,X
B799,URN:NatureAlberta:ABATLAS2:92743-COLO,Gavia immer,Gaviiformes,VT84,56.3495,-111.243,2005,5,29,Margo Wilson,9435,,92743,14:00:00,2.5,3,2,May 29 2005 12:00AM,Common Loon,X
B800,URN:NatureAlberta:ABATLAS2:92743-GRJA,Perisoreus canadensis,Passeriformes,VT84,56.3495,-111.243,2005,5,29,Margo Wilson,9435,,92743,14:00:00,2.5,3,2,May 29 2005 12:00AM,Gray Jay,X
B801,URN:NatureAlberta:ABATLAS2:92743-CAGO,Branta canadensis,Anseriformes,VT84,56.3495,-111.243,2005,5,29,Margo Wilson,9435,,92743,14:00:00,2.5,3,40,May 29 2005 12:00AM,Canada Goose,X
B802,URN:NatureAlberta:ABATLAS2:92747-CAGO,Branta canadensis,Anseriformes,VT85,56.4393,-111.243,2005,5,29,Val Cooper,9432,,92747,06:30:00,3.25,3,100,May 29 2005 12:00AM,Canada Goose,X
B803,URN:NatureAlberta:ABATLAS2:92793-CAGO,Branta canadensis,Anseriformes,UQ93,53.5887,-112.524,2005,3,5,Jim Lange,4882,,92793,06:00:00,3,1,2,Mar  5 2005 12:00AM,Canada Goose,P
B804,URN:NatureAlberta:ABATLAS2:93002-GRJA,Perisoreus canadensis,Passeriformes,"Beaver Creek, VU62",57.0933,-111.634,2005,5,30,Dawn Hall,6110,,93002,06:00:00,3,2,1,May 30 2005 12:00AM,Gray Jay,H
B805,URN:NatureAlberta:ABATLAS2:93052-CAGO,Branta canadensis,Anseriformes,Atlas Square PK84 (5) E. of RR20 Twp541 Heatherdown - Pit pond & bridge,53.635,-114.156,2005,7,9,Stan Gosche,2112,14 young,93052,11:00:00,0.5,3,21,Jul  9 2005 12:00AM,Canada Goose,FL
B806,URN:NatureAlberta:ABATLAS2:11702-CAGO,Branta canadensis,Anseriformes,SW of Olds,51.7653,-114.246,2005,3,7,Alan Taylor,4371,,11702,15:45:00,1.08333,0,362,Mar  7 2005 12:00AM,Canada Goose,P
B807,URN:NatureAlberta:ABATLAS2:93098-BCCH,Poecile atricapillus,Passeriformes,12U-WR-33,54.4598,-110.461,2005,5,29,Ted Hindmarch,9589,,93098,08:00:00,8,1,1,May 29 2005 12:00AM,Black-capped Chickadee,H
B808,URN:NatureAlberta:ABATLAS2:93119-GRJA,Perisoreus canadensis,Passeriformes,12U-WR-35,54.6419,-110.467,2005,6,25,Ted Hindmarch,9589,2 plus another family group of 3,93119,21:20:00,-6.83333,1,5,Jun 25 2005 12:00AM,Gray Jay,H
B809,URN:NatureAlberta:ABATLAS2:93123-GRJA,Perisoreus canadensis,Passeriformes,"12U-WS-12 Cold Lake Air Weapons Range - Northgate, Primrose North Gasplant area",55.2951,-110.809,2005,6,28,Ted Hindmarch,9589,Family group,93123,14:30:00,4.5,1,4,Jun 28 2005 12:00AM,Gray Jay,H
B810,URN:NatureAlberta:ABATLAS2:93144-COLO,Gavia immer,Gaviiformes,12U-WR-47 Cold Lake Air Weapons Range - CNRL Burnt Lake Operations Area,54.7867,-110.358,2005,7,10,Ted Hindmarch,9589,,93144,08:00:00,4.5,1,3,Jul 10 2005 12:00AM,Common Loon,T
B811,URN:NatureAlberta:ABATLAS2:93144-BCCH,Poecile atricapillus,Passeriformes,12U-WR-47 Cold Lake Air Weapons Range - CNRL Burnt Lake Operations Area,54.7867,-110.358,2005,7,10,Ted Hindmarch,9589,,93144,08:00:00,4.5,1,3,Jul 10 2005 12:00AM,Black-capped Chickadee,P
B812,URN:NatureAlberta:ABATLAS2:93804-GRJA,Perisoreus canadensis,Passeriformes,MH88,52.2112,-117.223,2005,6,26,Anne Rivet,9849,,93804,12:30:00,-3.5,0,3,Jun 26 2005 12:00AM,Gray Jay,H
B813,URN:NatureAlberta:ABATLAS2:94130-CAGO,Branta canadensis,Anseriformes,UN17,52.0946,-113.701,2005,6,7,Brian Biggs,9654,,94130,10:00:00,4,0,7,Jun  7 2005 12:00AM,Canada Goose,FL
B814,URN:NatureAlberta:ABATLAS2:92080-BCCH,Poecile atricapillus,Passeriformes,"Bowmont Flats Natural Area, Calgary",51.0833,-114.167,2005,3,2,Andrew Slater,2062,,92080,09:00:00,1.75,0,26,Mar  2 2005 12:00AM,Black-capped Chickadee,X
B815,URN:NatureAlberta:ABATLAS2:92080-CAGO,Branta canadensis,Anseriformes,"Bowmont Flats Natural Area, Calgary",51.0833,-114.167,2005,3,2,Andrew Slater,2062,,92080,09:00:00,1.75,0,63,Mar  2 2005 12:00AM,Canada Goose,X
B816,URN:NatureAlberta:ABATLAS2:11965-SNOW,Bubo scandiacus,Strigiformes,"Manning Fwy, N of 137Ave.",53.6024,-113.388,2005,1,6,S Barbar,6831,,11965,06:00:00,3,0,1,Jan  6 2005 12:00AM,Snowy Owl,X
B817,URN:NatureAlberta:ABATLAS2:92084-BCCH,Poecile atricapillus,Passeriformes,Lake Isle at South View,53.6333,-114.667,2005,4,24,Bill Benford,6015,,92084,06:00:00,3,1,12,Apr 24 2005 12:00AM,Black-capped Chickadee,X
B818,URN:NatureAlberta:ABATLAS2:92084-CAGO,Branta canadensis,Anseriformes,Lake Isle at South View,53.6333,-114.667,2005,4,24,Bill Benford,6015,,92084,06:00:00,3,1,10,Apr 24 2005 12:00AM,Canada Goose,P
B819,URN:NatureAlberta:ABATLAS2:92084-COLO,Gavia immer,Gaviiformes,Lake Isle at South View,53.6333,-114.667,2005,4,24,Bill Benford,6015,,92084,06:00:00,3,1,1,Apr 24 2005 12:00AM,Common Loon,X
B820,URN:NatureAlberta:ABATLAS2:94648-CAGO,Branta canadensis,Anseriformes,VP67,53.0234,-111.522,2005,6,16,Prez Winter,9445,,94648,06:00:00,3,0,8,Jun 16 2005 12:00AM,Canada Goose,FL
B821,URN:NatureAlberta:ABATLAS2:92105-CAGO,Branta canadensis,Anseriformes,Keoma - Ardenode District,51.2167,-113.5,2005,5,8,Andrew Slater,2062,,92105,09:45:00,1.75,0,12,May  8 2005 12:00AM,Canada Goose,X
B822,URN:NatureAlberta:ABATLAS2:94740-BCCH,Poecile atricapillus,Passeriformes,NL81,54.2759,-115.695,2005,7,13,John Arnold,9424,,94740,18:00:00,3,0,8,Jul 13 2005 12:00AM,Black-capped Chickadee,FL
B823,URN:NatureAlberta:ABATLAS2:94740-COLO,Gavia immer,Gaviiformes,NL81,54.2759,-115.695,2005,7,13,John Arnold,9424,,94740,18:00:00,3,0,12,Jul 13 2005 12:00AM,Common Loon,H
B824,URN:NatureAlberta:ABATLAS2:92109-CAGO,Branta canadensis,Anseriformes,Chestermere Sloughs,51.0667,-113.817,2005,5,22,Andrew Slater,2062,,92109,10:15:00,1,0,10,May 22 2005 12:00AM,Canada Goose,X
B825,URN:NatureAlberta:ABATLAS2:92130-CAGO,Branta canadensis,Anseriformes,Ponoka on Hwy 2,52.684,-113.662,2005,3,10,Alan Taylor,4371,,92130,06:00:00,3,0,20,Mar 10 2005 12:00AM,Canada Goose,X
B826,URN:NatureAlberta:ABATLAS2:92151-CAGO,Branta canadensis,Anseriformes,SW of Olds,51.7653,-114.246,2005,4,2,Alan Taylor,4371,,92151,15:30:00,1.5,0,72,Apr  2 2005 12:00AM,Canada Goose,P
B827,URN:NatureAlberta:ABATLAS2:94761-GRJA,Perisoreus canadensis,Passeriformes,MJ26,52.9294,-118.116,2005,6,2,Karen Metz,5693,,94761,08:30:00,2.75,1,1,Jun  2 2005 12:00AM,Gray Jay,H
B828,URN:NatureAlberta:ABATLAS2:94761-COLO,Gavia immer,Gaviiformes,MJ26,52.9294,-118.116,2005,6,2,Karen Metz,5693,,94761,08:30:00,2.75,1,2,Jun  2 2005 12:00AM,Common Loon,ON
B829,URN:NatureAlberta:ABATLAS2:92155-CAGO,Branta canadensis,Anseriformes,SW of Olds,51.7653,-114.246,2005,4,10,Alan Taylor,4371,,92155,12:30:00,1.5,0,36,Apr 10 2005 12:00AM,Canada Goose,P
B830,URN:NatureAlberta:ABATLAS2:94761-CAGO,Branta canadensis,Anseriformes,MJ26,52.9294,-118.116,2005,6,2,Karen Metz,5693,,94761,08:30:00,2.75,1,30,Jun  2 2005 12:00AM,Canada Goose,FL
B831,URN:NatureAlberta:ABATLAS2:94807-BCCH,Poecile atricapillus,Passeriformes,NL81,54.2759,-115.695,2005,7,20,John Arnold,9424,,94807,06:00:00,7,0,16,Jul 20 2005 12:00AM,Black-capped Chickadee,FL
B832,URN:NatureAlberta:ABATLAS2:94995-CAGO,Branta canadensis,Anseriformes,UP2,52.5401,-113.876,2005,6,21,Judy Boyd,5043,,94995,12:00:00,3,2,2,Jun 21 2005 12:00AM,Canada Goose,H
B833,URN:NatureAlberta:ABATLAS2:94999-CAGO,Branta canadensis,Anseriformes,UP2,52.5401,-113.876,2005,5,29,Judy Boyd,5043,,94999,09:30:00,1,0,1,May 29 2005 12:00AM,Canada Goose,X
B834,URN:NatureAlberta:ABATLAS2:95020-CAGO,Branta canadensis,Anseriformes,UN17,52.0946,-113.701,2005,6,10,Andy Murphy,6181,,95020,05:45:00,2.5,0,3,Jun 10 2005 12:00AM,Canada Goose,H
B835,URN:NatureAlberta:ABATLAS2:95020-BCCH,Poecile atricapillus,Passeriformes,UN17,52.0946,-113.701,2005,6,10,Andy Murphy,6181,,95020,05:45:00,2.5,0,5,Jun 10 2005 12:00AM,Black-capped Chickadee,T
B836,URN:NatureAlberta:ABATLAS2:95070-BCCH,Poecile atricapillus,Passeriformes,UQ33,53.538,-113.49,2005,5,17,Anne Rivet,9849,,95070,09:00:00,4.5,0,12,May 17 2005 12:00AM,Black-capped Chickadee,H
B837,URN:NatureAlberta:ABATLAS2:95162-CAGO,Branta canadensis,Anseriformes,MQ31,57.8764,-118.102,2005,6,14,Adam Blake,9934,,95162,12:00:00,-3,0,1,Jun 14 2005 12:00AM,Canada Goose,X
B838,URN:NatureAlberta:ABATLAS2:95304-BCCH,Poecile atricapillus,Passeriformes,PH97,52.0912,-114.153,2005,4,11,Judy Boyd,5043,,95304,12:00:00,5.5,3,1,Apr 11 2005 12:00AM,Black-capped Chickadee,X
B839,URN:NatureAlberta:ABATLAS2:95304-CAGO,Branta canadensis,Anseriformes,PH97,52.0912,-114.153,2005,4,11,Judy Boyd,5043,,95304,12:00:00,5.5,3,2,Apr 11 2005 12:00AM,Canada Goose,ON
B840,URN:NatureAlberta:ABATLAS2:95325-CAGO,Branta canadensis,Anseriformes,UN28,52.1877,-113.56,2005,5,2,Judy Boyd,5043,,95325,15:30:00,5,4,1,May  2 2005 12:00AM,Canada Goose,X
B841,URN:NatureAlberta:ABATLAS2:92076-BCCH,Poecile atricapillus,Passeriformes,Fish Creek Provincial Park,50.9333,-114.117,2005,2,16,Andrew Slater,2062,,92076,08:30:00,2,0,32,Feb 16 2005 12:00AM,Black-capped Chickadee,X
B842,URN:NatureAlberta:ABATLAS2:92101-CAGO,Branta canadensis,Anseriformes,Keoma - Ardenode District,51.2167,-113.5,2005,5,1,Andrew Slater,2062,,92101,07:30:00,0.5,0,18,May  1 2005 12:00AM,Canada Goose,X
B843,URN:NatureAlberta:ABATLAS2:95538-GRJA,Perisoreus canadensis,Passeriformes,MP23,57.1561,-118.24,2005,7,7,Jeanne Smith,9429,,95538,04:30:00,1.5,1,1,Jul  7 2005 12:00AM,Gray Jay,X
B844,URN:NatureAlberta:ABATLAS2:95559-CAGO,Branta canadensis,Anseriformes,NG97,51.2185,-115.64,2005,4,30,Donna McKown,9914,,95559,06:00:00,3,0,11,Apr 30 2005 12:00AM,Canada Goose,H
B845,URN:NatureAlberta:ABATLAS2:95563-GRJA,Perisoreus canadensis,Passeriformes,NG97,51.2185,-115.64,2005,6,16,Donna McKown,9914,,95563,09:00:00,0,1,3,Jun 16 2005 12:00AM,Gray Jay,H
B846,URN:NatureAlberta:ABATLAS2:92126-CAGO,Branta canadensis,Anseriformes,SW of Olds,51.7653,-114.246,2005,3,8,Alan Taylor,4371,,92126,16:15:00,1.08333,0,650,Mar  8 2005 12:00AM,Canada Goose,H
B847,URN:NatureAlberta:ABATLAS2:95655-BCCH,Poecile atricapillus,Passeriformes,UQ74,53.6388,-112.891,2005,6,27,Lois Burkinshaw,5363,,95655,06:00:00,11,1,1,Jun 27 2005 12:00AM,Black-capped Chickadee,H
B848,URN:NatureAlberta:ABATLAS2:95655-CAGO,Branta canadensis,Anseriformes,UQ74,53.6388,-112.891,2005,6,27,Lois Burkinshaw,5363,,95655,06:00:00,11,1,6,Jun 27 2005 12:00AM,Canada Goose,FL
B849,URN:NatureAlberta:ABATLAS2:92147-CAGO,Branta canadensis,Anseriformes,Calgary,51.1267,-114.021,2005,3,30,Alan Taylor,4371,,92147,17:30:00,1,0,60,Mar 30 2005 12:00AM,Canada Goose,X
B850,URN:NatureAlberta:ABATLAS2:92168-CAGO,Branta canadensis,Anseriformes,Hillers Pond,51.7159,-113.83,2005,5,8,Alan Taylor,4371,,92168,11:00:00,2.5,0,8,May  8 2005 12:00AM,Canada Goose,P
B851,URN:NatureAlberta:ABATLAS2:11469-BCCH,Poecile atricapillus,Passeriformes,Sheep River Valley,50.6333,-114.633,2005,1,30,Andrew Slater,2062,,11469,08:00:00,3,0,5,Jan 30 2005 12:00AM,Black-capped Chickadee,X
B852,URN:NatureAlberta:ABATLAS2:11469-GRJA,Perisoreus canadensis,Passeriformes,Sheep River Valley,50.6333,-114.633,2005,1,30,Andrew Slater,2062,,11469,08:00:00,3,0,2,Jan 30 2005 12:00AM,Gray Jay,X
B853,URN:NatureAlberta:ABATLAS2:92095-BCCH,Poecile atricapillus,Passeriformes,"Glenmore Park and Reservoir, Calgary",50.9895,-114.099,2005,4,15,Andrew Slater,2062,,92095,08:15:00,1.75,0,2,Apr 15 2005 12:00AM,Black-capped Chickadee,X
B854,URN:NatureAlberta:ABATLAS2:92095-CAGO,Branta canadensis,Anseriformes,"Glenmore Park and Reservoir, Calgary",50.9895,-114.099,2005,4,15,Andrew Slater,2062,,92095,08:15:00,1.75,0,12,Apr 15 2005 12:00AM,Canada Goose,X
B855,URN:NatureAlberta:ABATLAS2:95676-CAGO,Branta canadensis,Anseriformes,UN48,52.1936,-113.268,2005,6,9,Lorna Smith,9929,,95676,10:00:00,6,0,1,Jun  9 2005 12:00AM,Canada Goose,C
B856,URN:NatureAlberta:ABATLAS2:92172-CAGO,Branta canadensis,Anseriformes,SW of Olds,51.7653,-114.246,2005,5,14,Alan Taylor,4371,54 young - rest adults,92172,12:00:00,1.25,0,106,May 14 2005 12:00AM,Canada Goose,FL
B857,URN:NatureAlberta:ABATLAS2:92116-BCCH,Poecile atricapillus,Passeriformes,West end of Lake Isle - 11U PK44 - main body of lake,53.6333,-114.717,2005,5,28,Bill Benford,6015,,92116,09:00:00,3,1,2,May 28 2005 12:00AM,Black-capped Chickadee,X
B858,URN:NatureAlberta:ABATLAS2:92116-CAGO,Branta canadensis,Anseriformes,West end of Lake Isle - 11U PK44 - main body of lake,53.6333,-114.717,2005,5,28,Bill Benford,6015,,92116,09:00:00,3,1,14,May 28 2005 12:00AM,Canada Goose,X
B859,URN:NatureAlberta:ABATLAS2:95701-BCCH,Poecile atricapillus,Passeriformes,S.W. of Olds,51.7547,-114.186,2005,12,24,Alan Taylor,4371,,95701,10:30:00,1,0,1,Dec 24 2005 12:00AM,Black-capped Chickadee,X
B860,URN:NatureAlberta:ABATLAS2:95722-COLO,Gavia immer,Gaviiformes,"The Drayton Valley DU Project is located along the highway west of Drayton Valley, near Carnwood.",53.1936,-114.651,2005,7,14,Javan Green,9930,,95722,14:30:00,0.5,2,2,Jul 14 2005 12:00AM,Common Loon,P
B861,URN:NatureAlberta:ABATLAS2:95726-BCCH,Poecile atricapillus,Passeriformes,Atlas Square PJ-89,53.1702,-114.234,2005,8,9,Javan Green,9930,,95726,07:00:00,2.25,1,30,Aug  9 2005 12:00AM,Black-capped Chickadee,H
B862,URN:NatureAlberta:ABATLAS2:92120-CAGO,Branta canadensis,Anseriformes,Lake Isle at South View,53.6333,-114.667,2005,6,18,Bill Benford,6015,many fledglings of different ages,92120,09:00:00,5.5,1,8,Jun 18 2005 12:00AM,Canada Goose,FL
B863,URN:NatureAlberta:ABATLAS2:95793-BCCH,Poecile atricapillus,Passeriformes,"Fish Creek Provincial Park East, Calgary",50.9167,-113.983,2005,8,31,Andrew Slater,2062,,95793,09:00:00,2.5,0,12,Aug 31 2005 12:00AM,Black-capped Chickadee,X
B864,URN:NatureAlberta:ABATLAS2:95793-CAGO,Branta canadensis,Anseriformes,"Fish Creek Provincial Park East, Calgary",50.9167,-113.983,2005,8,31,Andrew Slater,2062,,95793,09:00:00,2.5,0,1,Aug 31 2005 12:00AM,Canada Goose,X
B865,URN:NatureAlberta:ABATLAS2:92141-BCCH,Poecile atricapillus,Passeriformes,SW of Olds,51.7653,-114.246,2005,3,25,Alan Taylor,4371,,92141,10:30:00,2,0,1,Mar 25 2005 12:00AM,Black-capped Chickadee,X
B866,URN:NatureAlberta:ABATLAS2:92141-CAGO,Branta canadensis,Anseriformes,SW of Olds,51.7653,-114.246,2005,3,25,Alan Taylor,4371,,92141,10:30:00,2,0,254,Mar 25 2005 12:00AM,Canada Goose,H
B867,URN:NatureAlberta:ABATLAS2:92166-CAGO,Branta canadensis,Anseriformes,SW of Olds,51.7653,-114.246,2005,5,1,Alan Taylor,4371,,92166,06:00:00,8.5,0,80,May  1 2005 12:00AM,Canada Goose,P
B868,URN:NatureAlberta:ABATLAS2:95864-BCCH,Poecile atricapillus,Passeriformes,NAD27 464021 6075117,54.8238,-111.56,2005,6,7,Hilary Cooke,9936,,95864,06:00:00,3,0,1,Jun  7 2005 12:00AM,Black-capped Chickadee,NB
B869,URN:NatureAlberta:ABATLAS2:92615-BCCH,Poecile atricapillus,Passeriformes,PJ67,53,-114.543,2005,5,28,Charles Bird,3975,,92615,09:00:00,27,1,2,May 28 2005 12:00AM,Black-capped Chickadee,X
B870,URN:NatureAlberta:ABATLAS2:92615-CAGO,Branta canadensis,Anseriformes,PJ67,53,-114.543,2005,5,28,Charles Bird,3975,,92615,09:00:00,27,1,2,May 28 2005 12:00AM,Canada Goose,X
B871,URN:NatureAlberta:ABATLAS2:92619-BCCH,Poecile atricapillus,Passeriformes,QG3,50.8301,-114.08,2005,5,9,Romana Windsteig,9394,,92619,07:00:00,5.5,0,3,May  9 2005 12:00AM,Black-capped Chickadee,X
B872,URN:NatureAlberta:ABATLAS2:92619-CAGO,Branta canadensis,Anseriformes,QG3,50.8301,-114.08,2005,5,9,Romana Windsteig,9394,,92619,07:00:00,5.5,0,20,May  9 2005 12:00AM,Canada Goose,X
B873,URN:NatureAlberta:ABATLAS2:92661-BCCH,Poecile atricapillus,Passeriformes,PK96,53.7974,-114.058,2005,6,18,John Arnold,9424,,92661,09:00:00,7,0,4,Jun 18 2005 12:00AM,Black-capped Chickadee,X
B874,URN:NatureAlberta:ABATLAS2:96758-COLO,Gavia immer,Gaviiformes,VU60,56.891,-111.562,2005,7,25,Bob Grey,5123,,96758,08:30:00,3,0,8,Jul 25 2005 12:00AM,Common Loon,FL
B875,URN:NatureAlberta:ABATLAS2:96758-GRJA,Perisoreus canadensis,Passeriformes,VU60,56.891,-111.562,2005,7,25,Bob Grey,5123,,96758,08:30:00,3,0,2,Jul 25 2005 12:00AM,Gray Jay,FL
B876,URN:NatureAlberta:ABATLAS2:92740-CAGO,Branta canadensis,Anseriformes,LM50,55.0706,-119.271,2005,5,13,Jeanne Smith,9429,,92740,12:00:00,2,1,1,May 13 2005 12:00AM,Canada Goose,H
B877,URN:NatureAlberta:ABATLAS2:92786-BCCH,Poecile atricapillus,Passeriformes,"Sec. 20, Twn. 93, Mer. 5, Rng. 23",57.1097,-117.666,2005,5,29,Ralph Cowie,5325,,92786,06:00:00,0,0,1,May 29 2005 12:00AM,Black-capped Chickadee,X
B878,URN:NatureAlberta:ABATLAS2:92857-CAGO,Branta canadensis,Anseriformes,"DeWinton, QG3",50.8244,-114.028,2005,6,2,Romana Windsteig,9394,,92857,16:00:00,1,0,1,Jun  2 2005 12:00AM,Canada Goose,X
B879,URN:NatureAlberta:ABATLAS2:92928-BCCH,Poecile atricapillus,Passeriformes,"5 miles NW Drumheller, UN70",51.5141,-112.848,2005,6,12,Haze Wescott,9533,,92928,08:00:00,9,0,8,Jun 12 2005 12:00AM,Black-capped Chickadee,T
B880,URN:NatureAlberta:ABATLAS2:92974-COLO,Gavia immer,Gaviiformes,"Long Island Lake, UR13",54.4598,-113.809,2005,4,25,Esther Allarie,9497,,92974,06:00:00,3,1,1,Apr 25 2005 12:00AM,Common Loon,X
B881,URN:NatureAlberta:ABATLAS2:93020-GRJA,Perisoreus canadensis,Passeriformes,WT3,56.2667,-110.933,2005,6,7,Robert Grey,5258,,93020,08:00:00,4,0,3,Jun  7 2005 12:00AM,Gray Jay,FL
B882,URN:NatureAlberta:ABATLAS2:92732-BCCH,Poecile atricapillus,Passeriformes,LM42,55.2471,-119.438,2005,6,19,Jeanne Smith,9429,,92732,06:00:00,3,0,1,Jun 19 2005 12:00AM,Black-capped Chickadee,FL
B883,URN:NatureAlberta:ABATLAS2:96829-BCCH,Poecile atricapillus,Passeriformes,PG72 SW,50.7206,-114.57,2005,6,14,Colin Young,6782,,96829,07:50:00,5.33333,1,3,Jun 14 2005 12:00AM,Black-capped Chickadee,H
B884,URN:NatureAlberta:ABATLAS2:96829-GRJA,Perisoreus canadensis,Passeriformes,PG72 SW,50.7206,-114.57,2005,6,14,Colin Young,6782,,96829,07:50:00,5.33333,1,1,Jun 14 2005 12:00AM,Gray Jay,H
