ID,GlobalUniqueIdentifier,ScientificName,Order,Locality,DecimalLatitude,DecimalLongitude,YearCollected,MonthCollected,DayCollected,Collector,CollectorNumber,Remarks,SamplingEventIdentifier,TimeObservationsStarted,DurationInHours,NumberOfObservers,ObservationCount,ObservationDate,CommonName,BreedingBirdAtlasCode
B9460,URN:NatureAlberta:ABATLAS2:9795-BCCH,Poecile atricapillus,Passeriformes,WV 40 Marguerite Wildland Park,57.7847,-110.254,2000,6,15,Sharon Livingstone,4021,,9795,12:00:00,0,0,1,Jun 15 2000 12:00AM,Black-capped Chickadee,H
B9461,URN:NatureAlberta:ABATLAS2:9795-COLO,Gavia immer,Gaviiformes,WV 40 Marguerite Wildland Park,57.7847,-110.254,2000,6,15,Sharon Livingstone,4021,,9795,12:00:00,0,0,2,Jun 15 2000 12:00AM,Common Loon,P
B9462,URN:NatureAlberta:ABATLAS2:9807-GRJA,Perisoreus canadensis,Passeriformes,Maybelle River WP,58.2817,-110.746,2000,6,16,Bob Carroll,6254,,9807,12:00:00,4.5,1,2,Jun 16 2000 12:00AM,Gray Jay,V
B9463,URN:NatureAlberta:ABATLAS2:9807-CAGO,Branta canadensis,Anseriformes,Maybelle River WP,58.2817,-110.746,2000,6,16,Bob Carroll,6254,,9807,12:00:00,4.5,1,10,Jun 16 2000 12:00AM,Canada Goose,X
B9464,URN:NatureAlberta:ABATLAS2:6477-GRJA,Perisoreus canadensis,Passeriformes,Slave Lake,55.3087,-114.766,2000,3,2,Aaron A Lehman,6908,,6477,06:00:00,3,1,1,Mar  2 2000 12:00AM,Gray Jay,X
B9465,URN:NatureAlberta:ABATLAS2:6483-CAGO,Branta canadensis,Anseriformes,Slave Lake,55.3087,-114.766,2000,3,22,Aaron A Lehman,6908,,6483,06:00:00,3,1,6,Mar 22 2000 12:00AM,Canada Goose,X
B9466,URN:NatureAlberta:ABATLAS2:10072-GRJA,Perisoreus canadensis,Passeriformes,WR49 - Encana Foster Creek Commmercial Project Phase II in CL Weapons Range,54.9997,-110.293,2000,5,29,,6313,,10072,06:00:00,7,0,1,May 29 2000 12:00AM,Gray Jay,X
B9467,URN:NatureAlberta:ABATLAS2:10072-BCCH,Poecile atricapillus,Passeriformes,WR49 - Encana Foster Creek Commmercial Project Phase II in CL Weapons Range,54.9997,-110.293,2000,5,29,,6313,,10072,06:00:00,7,0,1,May 29 2000 12:00AM,Black-capped Chickadee,X
B9468,URN:NatureAlberta:ABATLAS2:9806-GRJA,Perisoreus canadensis,Passeriformes,Maybelle River WP,58.2817,-110.746,2000,6,17,Bob Carroll,6254,,9806,11:45:00,7.25,1,2,Jun 17 2000 12:00AM,Gray Jay,H
B9469,URN:NatureAlberta:ABATLAS2:9806-COLO,Gavia immer,Gaviiformes,Maybelle River WP,58.2817,-110.746,2000,6,17,Bob Carroll,6254,,9806,11:45:00,7.25,1,2,Jun 17 2000 12:00AM,Common Loon,H
B9470,URN:NatureAlberta:ABATLAS2:9806-BCCH,Poecile atricapillus,Passeriformes,Maybelle River WP,58.2817,-110.746,2000,6,17,Bob Carroll,6254,,9806,11:45:00,7.25,1,2,Jun 17 2000 12:00AM,Black-capped Chickadee,H
B9471,URN:NatureAlberta:ABATLAS2:9818-BCCH,Poecile atricapillus,Passeriformes,NE sec18 twn65 mer4 rng14,54.6172,-112.113,2000,6,17,I and J Hastings,6259,,9818,06:00:00,10,0,6,Jun 17 2000 12:00AM,Black-capped Chickadee,X
B9472,URN:NatureAlberta:ABATLAS2:10077-CAGO,Branta canadensis,Anseriformes,Large and small lakes east of LSA,54.5579,-110.497,2000,5,29,,6314,,10077,06:00:00,3,0,4,May 29 2000 12:00AM,Canada Goose,X
B9473,URN:NatureAlberta:ABATLAS2:9557-CAGO,Branta canadensis,Anseriformes,Medicine Hat Spring WL34,50.0455,-110.558,2000,5,28,Jo-Anne Reynolds,6144,high,9557,11:00:00,1,20,884,May 28 2000 12:00AM,Canada Goose,X
B9474,URN:NatureAlberta:ABATLAS2:9557-BCCH,Poecile atricapillus,Passeriformes,Medicine Hat Spring WL34,50.0455,-110.558,2000,5,28,Jo-Anne Reynolds,6144,,9557,11:00:00,1,20,19,May 28 2000 12:00AM,Black-capped Chickadee,X
B9475,URN:NatureAlberta:ABATLAS2:9802-BCCH,Poecile atricapillus,Passeriformes,GOGO camp and athabasca river,58.1077,-111.074,2000,6,15,Bob Carroll,6254,,9802,10:00:00,10,0,1,Jun 15 2000 12:00AM,Black-capped Chickadee,H
B9476,URN:NatureAlberta:ABATLAS2:9802-GRJA,Perisoreus canadensis,Passeriformes,GOGO camp and athabasca river,58.1077,-111.074,2000,6,15,Bob Carroll,6254,,9802,10:00:00,10,0,5,Jun 15 2000 12:00AM,Gray Jay,H
B9477,URN:NatureAlberta:ABATLAS2:11585-BCCH,Poecile atricapillus,Passeriformes,TOWNSHIP 74 RANGE 12 W6,55.3881,-119.708,2000,5,19,Joan Kerr,6640,,11585,12:00:00,1,0,1,May 19 2000 12:00AM,Black-capped Chickadee,X
B9478,URN:NatureAlberta:ABATLAS2:9803-COLO,Gavia immer,Gaviiformes,Richardson River Wildland SE corner,58.0204,-110.906,2000,6,20,Bob Carroll,6254,,9803,12:00:00,3.75,1,1,Jun 20 2000 12:00AM,Common Loon,H
B9479,URN:NatureAlberta:ABATLAS2:9803-GRJA,Perisoreus canadensis,Passeriformes,Richardson River Wildland SE corner,58.0204,-110.906,2000,6,20,Bob Carroll,6254,,9803,12:00:00,3.75,1,2,Jun 20 2000 12:00AM,Gray Jay,FL
B9480,URN:NatureAlberta:ABATLAS2:9815-GRJA,Perisoreus canadensis,Passeriformes,VR67 -Mile 12 parking lot and trail to beaver pond/bridge,54.82,-111.549,2000,6,17,Jennifer Gammon,6255,,9815,10:00:00,4,1,5,Jun 17 2000 12:00AM,Gray Jay,FL
B9481,URN:NatureAlberta:ABATLAS2:9815-BCCH,Poecile atricapillus,Passeriformes,VR67 -Mile 12 parking lot and trail to beaver pond/bridge,54.82,-111.549,2000,6,17,Jennifer Gammon,6255,,9815,10:00:00,4,1,6,Jun 17 2000 12:00AM,Black-capped Chickadee,X
B9482,URN:NatureAlberta:ABATLAS2:9815-COLO,Gavia immer,Gaviiformes,VR67 -Mile 12 parking lot and trail to beaver pond/bridge,54.82,-111.549,2000,6,17,Jennifer Gammon,6255,,9815,10:00:00,4,1,1,Jun 17 2000 12:00AM,Common Loon,X
B9483,URN:NatureAlberta:ABATLAS2:9827-GRJA,Perisoreus canadensis,Passeriformes,MK42,53.4711,-117.829,2000,7,12,Rick Zroback,3969,,9827,14:00:00,4.5,1,1,Jul 12 2000 12:00AM,Gray Jay,X
B9484,URN:NatureAlberta:ABATLAS2:11597-CAGO,Branta canadensis,Anseriformes,TOWNSHIP 71 RANGE 11 W6,55.1272,-119.521,2000,6,1,Joan Kerr,6640,,11597,06:00:00,-1461,0,1,Jun  1 2000 12:00AM,Canada Goose,FL
B9485,URN:NatureAlberta:ABATLAS2:11597-BCCH,Poecile atricapillus,Passeriformes,TOWNSHIP 71 RANGE 11 W6,55.1272,-119.521,2000,6,1,Joan Kerr,6640,,11597,06:00:00,-1461,0,1,Jun  1 2000 12:00AM,Black-capped Chickadee,P
B9486,URN:NatureAlberta:ABATLAS2:90257-GRJA,Perisoreus canadensis,Passeriformes,"Unknown name, known lat/long",56.4371,-110.942,2000,6,20,Don Weidl,9320,Data Swap With BBD - May 2005,90257,00:00:00,0,0,1,Jun 20 2000 12:00AM,Gray Jay,X
B9487,URN:NatureAlberta:ABATLAS2:93850-BCCH,Poecile atricapillus,Passeriformes,AMRE002,54.6098,-113.353,2000,6,13,Cindy McCallum,10193,,93850,06:00:00,3,0,2,Jun 13 2000 12:00AM,Black-capped Chickadee,H
B9488,URN:NatureAlberta:ABATLAS2:9793-GRJA,Perisoreus canadensis,Passeriformes,WV30 Marguerite Wildland,57.7854,-110.417,2000,6,13,Richard Thomas,9905,,9793,12:00:00,0,1,1,Jun 13 2000 12:00AM,Gray Jay,H
B9489,URN:NatureAlberta:ABATLAS2:9793-CAGO,Branta canadensis,Anseriformes,WV30 Marguerite Wildland,57.7854,-110.417,2000,6,13,Richard Thomas,9905,,9793,12:00:00,0,1,50,Jun 13 2000 12:00AM,Canada Goose,X
B9490,URN:NatureAlberta:ABATLAS2:9793-COLO,Gavia immer,Gaviiformes,WV30 Marguerite Wildland,57.7854,-110.417,2000,6,13,Richard Thomas,9905,,9793,12:00:00,0,1,4,Jun 13 2000 12:00AM,Common Loon,P
B9491,URN:NatureAlberta:ABATLAS2:12265-BCCH,Poecile atricapillus,Passeriformes,Richardson River Dunes Wildland Prov. Park,58.1027,-111.169,2000,6,17,Richard Thomas,9905,uncommon,12265,06:00:00,3,0,5,Jun 17 2000 12:00AM,Black-capped Chickadee,FL
B9492,URN:NatureAlberta:ABATLAS2:12265-GRJA,Perisoreus canadensis,Passeriformes,Richardson River Dunes Wildland Prov. Park,58.1027,-111.169,2000,6,17,Richard Thomas,9905,common and widespread,12265,06:00:00,3,0,16,Jun 17 2000 12:00AM,Gray Jay,FL
B9493,URN:NatureAlberta:ABATLAS2:12265-COLO,Gavia immer,Gaviiformes,Richardson River Dunes Wildland Prov. Park,58.1027,-111.169,2000,6,17,Richard Thomas,9905,rare,12265,06:00:00,3,0,1,Jun 17 2000 12:00AM,Common Loon,H
B9494,URN:NatureAlberta:ABATLAS2:9792-CAGO,Branta canadensis,Anseriformes,WU 19 Marguerite Lake,57.6852,-110.796,2000,6,12,Richard Thomas,9905,,9792,11:30:00,9.5,1,200,Jun 12 2000 12:00AM,Canada Goose,X
B9495,URN:NatureAlberta:ABATLAS2:9792-GRJA,Perisoreus canadensis,Passeriformes,WU 19 Marguerite Lake,57.6852,-110.796,2000,6,12,Richard Thomas,9905,,9792,11:30:00,9.5,1,4,Jun 12 2000 12:00AM,Gray Jay,FL
B9496,URN:NatureAlberta:ABATLAS2:90317-GRJA,Perisoreus canadensis,Passeriformes,"Unknown name, known lat/long",56.4975,-111.018,2000,6,21,Don Weidl,9320,Data Swap With BBD - May 2005,90317,00:00:00,0,0,1,Jun 21 2000 12:00AM,Gray Jay,X
B9497,URN:NatureAlberta:ABATLAS2:9792-COLO,Gavia immer,Gaviiformes,WU 19 Marguerite Lake,57.6852,-110.796,2000,6,12,Richard Thomas,9905,,9792,11:30:00,9.5,1,2,Jun 12 2000 12:00AM,Common Loon,P
B9498,URN:NatureAlberta:ABATLAS2:9804-COLO,Gavia immer,Gaviiformes,Maybelle Dunes,58.1077,-110.908,2000,6,23,Bob Carroll,6254,,9804,10:00:00,8.5,1,1,Jun 23 2000 12:00AM,Common Loon,H
B9499,URN:NatureAlberta:ABATLAS2:9804-GRJA,Perisoreus canadensis,Passeriformes,Maybelle Dunes,58.1077,-110.908,2000,6,23,Bob Carroll,6254,,9804,10:00:00,8.5,1,3,Jun 23 2000 12:00AM,Gray Jay,FL
B9500,URN:NatureAlberta:ABATLAS2:89985-CAGO,Branta canadensis,Anseriformes,"Unknown name, known lat/long",56.4705,-111.004,2000,6,21,Jeanne Roy,4998,Data Swap With BBD - May 2005,89985,00:00:00,0,0,13,Jun 21 2000 12:00AM,Canada Goose,X
B9501,URN:NatureAlberta:ABATLAS2:9794-GRJA,Perisoreus canadensis,Passeriformes,WU 39 Marguerite Wildland Park,57.6996,-110.416,2000,6,14,Sharon Livingstone,4021,,9794,06:00:00,3,0,1,Jun 14 2000 12:00AM,Gray Jay,H
B9502,URN:NatureAlberta:ABATLAS2:9794-COLO,Gavia immer,Gaviiformes,WU 39 Marguerite Wildland Park,57.6996,-110.416,2000,6,14,Sharon Livingstone,4021,,9794,06:00:00,3,0,2,Jun 14 2000 12:00AM,Common Loon,P
B9503,URN:NatureAlberta:ABATLAS2:9829-BCCH,Poecile atricapillus,Passeriformes,MK42,53.4711,-117.829,2000,7,30,Rick Zroback,3969,,9829,12:00:00,1,0,3,Jul 30 2000 12:00AM,Black-capped Chickadee,X
B9504,URN:NatureAlberta:ABATLAS2:12313-SNOW,Bubo scandiacus,Strigiformes,VL05,50.1412,-112.33,2000,12,26,Lloyd Bennett,9779,,12313,14:00:00,2,0,2,Dec 26 2000 12:00AM,Snowy Owl,X
B9505,URN:NatureAlberta:ABATLAS2:90262-BCCH,Poecile atricapillus,Passeriformes,"Unknown name, known lat/long",56.4397,-110.941,2000,6,20,Don Weidl,9320,Data Swap With BBD - May 2005,90262,00:00:00,0,0,1,Jun 20 2000 12:00AM,Black-capped Chickadee,X
B9506,URN:NatureAlberta:ABATLAS2:92393-BCCH,Poecile atricapillus,Passeriformes,"High River, TM90",50.5817,-113.869,2000,12,16,Greg Wagner,4379,,92393,08:00:00,5,2,15,Dec 16 2000 12:00AM,Black-capped Chickadee,X
B9507,URN:NatureAlberta:ABATLAS2:94825-CAGO,Branta canadensis,Anseriformes,QG5,51.0099,-114.075,2000,4,2,Gustave J. Yaki,4868,,94825,06:00:00,6,1,2,Apr  2 2000 12:00AM,Canada Goose,ON
B9508,URN:NatureAlberta:ABATLAS2:94850-CAGO,Branta canadensis,Anseriformes,UQ72,53.4592,-112.883,2000,4,15,Randel Hoscheit,9818,,94850,06:00:00,6,1,1,Apr 15 2000 12:00AM,Canada Goose,X
B9509,URN:NatureAlberta:ABATLAS2:94850-BCCH,Poecile atricapillus,Passeriformes,UQ72,53.4592,-112.883,2000,4,15,Randel Hoscheit,9818,,94850,06:00:00,6,1,1,Apr 15 2000 12:00AM,Black-capped Chickadee,X
B9510,URN:NatureAlberta:ABATLAS2:99432-CAGO,Branta canadensis,Anseriformes,Jim Potter 20,52.54,-114.026,2000,6,20,Jim Potter,10177,,99432,12:00:00,0,2,177,Jun 20 2000 12:00AM,Canada Goose,FL
B9511,URN:NatureAlberta:ABATLAS2:99432-COLO,Gavia immer,Gaviiformes,Jim Potter 20,52.54,-114.026,2000,6,20,Jim Potter,10177,,99432,12:00:00,0,2,2,Jun 20 2000 12:00AM,Common Loon,H
B9512,URN:NatureAlberta:ABATLAS2:95506-BCCH,Poecile atricapillus,Passeriformes,TM93,50.8301,-113.919,2000,8,13,Gustave J. Yaki,4868,,95506,08:00:00,5.5,0,4,Aug 13 2000 12:00AM,Black-capped Chickadee,X
B9513,URN:NatureAlberta:ABATLAS2:95506-CAGO,Branta canadensis,Anseriformes,TM93,50.8301,-113.919,2000,8,13,Gustave J. Yaki,4868,,95506,08:00:00,5.5,0,2,Aug 13 2000 12:00AM,Canada Goose,X
B9514,URN:NatureAlberta:ABATLAS2:93851-BCCH,Poecile atricapillus,Passeriformes,AMRE003,54.6135,-113.334,2000,6,27,Cindy McCallum,10193,,93851,09:00:00,0,0,1,Jun 27 2000 12:00AM,Black-capped Chickadee,FL
B9515,URN:NatureAlberta:ABATLAS2:93854-BCCH,Poecile atricapillus,Passeriformes,AMRE006,54.6301,-113.346,2000,6,27,Cindy McCallum,10193,,93854,06:00:00,3,0,1,Jun 27 2000 12:00AM,Black-capped Chickadee,FL
B9516,URN:NatureAlberta:ABATLAS2:95514-BCCH,Poecile atricapillus,Passeriformes,QG4,50.9231,-114.077,2000,8,26,Gustave J. Yaki,4868,,95514,08:30:00,5.5,0,12,Aug 26 2000 12:00AM,Black-capped Chickadee,X
B9517,URN:NatureAlberta:ABATLAS2:95514-CAGO,Branta canadensis,Anseriformes,QG4,50.9231,-114.077,2000,8,26,Gustave J. Yaki,4868,,95514,08:30:00,5.5,0,2,Aug 26 2000 12:00AM,Canada Goose,X
B9518,URN:NatureAlberta:ABATLAS2:97988-GRJA,Perisoreus canadensis,Passeriformes,VU76,57.4285,-111.413,2000,6,13,Peter Balagus,10114,,97988,08:54:00,1.96667,0,1,Jun 13 2000 12:00AM,Gray Jay,X
B9519,URN:NatureAlberta:ABATLAS2:95535-CAGO,Branta canadensis,Anseriformes,TM94,50.92,-113.921,2000,9,24,Gustave J. Yaki,4868,,95535,10:30:00,2,0,2,Sep 24 2000 12:00AM,Canada Goose,X
B9520,URN:NatureAlberta:ABATLAS2:97641-BCCH,Poecile atricapillus,Passeriformes,Riverlot 56,53.6208,-113.608,2000,12,30,Coral Grove,10098,,97641,12:00:00,0,0,1,Dec 30 2000 12:00AM,Black-capped Chickadee,X
B9521,URN:NatureAlberta:ABATLAS2:96801-BCCH,Poecile atricapillus,Passeriformes,MM9,55.8951,-118.52,2000,7,27,Joan Kerr,6640,,96801,06:00:00,3,0,1,Jul 27 2000 12:00AM,Black-capped Chickadee,FL
B9522,URN:NatureAlberta:ABATLAS2:97979-GRJA,Perisoreus canadensis,Passeriformes,VU65,57.3398,-111.587,2000,6,10,Peter Balagus,10114,,97979,05:35:00,1.66667,0,3,Jun 10 2000 12:00AM,Gray Jay,X
B9523,URN:NatureAlberta:ABATLAS2:11588-BCCH,Poecile atricapillus,Passeriformes,TOWNSHIP 68 RANGE 8 W6,54.8927,-119.11,2000,5,26,Nick deGraaf,6635,,11588,06:00:00,3,0,1,May 26 2000 12:00AM,Black-capped Chickadee,T
B9524,URN:NatureAlberta:ABATLAS2:11563-GRJA,Perisoreus canadensis,Passeriformes,Township 71 Range 12 W6,55.1272,-119.673,2000,6,1,Joan Kerr,6640,,11563,12:00:00,-1367,0,1,Jun  1 2000 12:00AM,Gray Jay,FL
B9525,URN:NatureAlberta:ABATLAS2:11563-COLO,Gavia immer,Gaviiformes,Township 71 Range 12 W6,55.1272,-119.673,2000,6,1,Joan Kerr,6640,,11563,12:00:00,-1367,0,1,Jun  1 2000 12:00AM,Common Loon,X
B9526,URN:NatureAlberta:ABATLAS2:11563-BCCH,Poecile atricapillus,Passeriformes,Township 71 Range 12 W6,55.1272,-119.673,2000,6,1,Joan Kerr,6640,,11563,12:00:00,-1367,0,1,Jun  1 2000 12:00AM,Black-capped Chickadee,FL
B9527,URN:NatureAlberta:ABATLAS2:11563-CAGO,Branta canadensis,Anseriformes,Township 71 Range 12 W6,55.1272,-119.673,2000,6,1,Joan Kerr,6640,,11563,12:00:00,-1367,0,1,Jun  1 2000 12:00AM,Canada Goose,P
B9528,URN:NatureAlberta:ABATLAS2:94840-COLO,Gavia immer,Gaviiformes,QG5,51.0099,-114.075,2000,4,11,Dona McKibbon,9817,,94840,06:00:00,27,0,1,Apr 11 2000 12:00AM,Common Loon,X
B9529,URN:NatureAlberta:ABATLAS2:90203-GRJA,Perisoreus canadensis,Passeriformes,"Unknown name, known lat/long",56.3736,-110.924,2000,6,19,Don Weidl,9320,Data Swap With BBD - May 2005,90203,00:00:00,0,0,1,Jun 19 2000 12:00AM,Gray Jay,X
B9530,URN:NatureAlberta:ABATLAS2:95145-BCCH,Poecile atricapillus,Passeriformes,QG5,51.0099,-114.075,2000,6,25,Gustave J. Yaki,4868,,95145,03:30:00,1,0,8,Jun 25 2000 12:00AM,Black-capped Chickadee,H
B9531,URN:NatureAlberta:ABATLAS2:95145-CAGO,Branta canadensis,Anseriformes,QG5,51.0099,-114.075,2000,6,25,Gustave J. Yaki,4868,,95145,03:30:00,1,0,2,Jun 25 2000 12:00AM,Canada Goose,H
B9532,URN:NatureAlberta:ABATLAS2:99442-COLO,Gavia immer,Gaviiformes,Jim Potter 23,52.9848,-114.771,2000,6,27,Jim Potter,10177,,99442,12:00:00,0,1,1,Jun 27 2000 12:00AM,Common Loon,FL
B9533,URN:NatureAlberta:ABATLAS2:99442-CAGO,Branta canadensis,Anseriformes,Jim Potter 23,52.9848,-114.771,2000,6,27,Jim Potter,10177,,99442,12:00:00,0,1,36,Jun 27 2000 12:00AM,Canada Goose,H
B9534,URN:NatureAlberta:ABATLAS2:99433-CAGO,Branta canadensis,Anseriformes,Jim Potter 20,52.54,-114.026,2000,7,12,Jim Potter,10177,,99433,12:00:00,0,1,154,Jul 12 2000 12:00AM,Canada Goose,X
B9535,URN:NatureAlberta:ABATLAS2:99433-COLO,Gavia immer,Gaviiformes,Jim Potter 20,52.54,-114.026,2000,7,12,Jim Potter,10177,,99433,12:00:00,0,1,3,Jul 12 2000 12:00AM,Common Loon,H
B9536,URN:NatureAlberta:ABATLAS2:99479-COLO,Gavia immer,Gaviiformes,P Tarmigan Lake,51.4842,-116.07,2000,7,24,Joel Hagen,10189,,99479,12:00:00,0,0,1,Jul 24 2000 12:00AM,Common Loon,X
B9537,URN:NatureAlberta:ABATLAS2:12314-SNOW,Bubo scandiacus,Strigiformes,Hays,50.0833,-111.783,2000,7,19,Lloyd Bennett,9779,,12314,09:30:00,1.5,0,1,Jul 19 2000 12:00AM,Snowy Owl,X
B9538,URN:NatureAlberta:ABATLAS2:12314-BCCH,Poecile atricapillus,Passeriformes,Hays,50.0833,-111.783,2000,7,19,Lloyd Bennett,9779,,12314,09:30:00,1.5,0,2,Jul 19 2000 12:00AM,Black-capped Chickadee,X
B9539,URN:NatureAlberta:ABATLAS2:12314-CAGO,Branta canadensis,Anseriformes,Hays,50.0833,-111.783,2000,7,19,Lloyd Bennett,9779,,12314,09:30:00,1.5,0,20,Jul 19 2000 12:00AM,Canada Goose,X
B9540,URN:NatureAlberta:ABATLAS2:89961-GRJA,Perisoreus canadensis,Passeriformes,"Unknown name, known lat/long",56.4709,-111.028,2000,6,21,Jeanne Roy,4998,Data Swap With BBD - May 2005,89961,00:00:00,0,0,1,Jun 21 2000 12:00AM,Gray Jay,X
B9541,URN:NatureAlberta:ABATLAS2:97514-CAGO,Branta canadensis,Anseriformes,Bragg Creek,50.9715,-114.694,2000,5,3,Coral Grove,10098,,97514,12:00:00,0,0,4,May  3 2000 12:00AM,Canada Goose,ON
B9542,URN:NatureAlberta:ABATLAS2:97982-BCCH,Poecile atricapillus,Passeriformes,VU66,57.4274,-111.584,2000,6,11,Peter Balagus,10114,,97982,06:58:00,3.66667,0,2,Jun 11 2000 12:00AM,Black-capped Chickadee,X
B9543,URN:NatureAlberta:ABATLAS2:93842-BCCH,Poecile atricapillus,Passeriformes,AMRE017,54.631,-113.382,2000,6,13,Cindy McCallum,10193,,93842,06:00:00,3,0,1,Jun 13 2000 12:00AM,Black-capped Chickadee,H
B9544,URN:NatureAlberta:ABATLAS2:93867-BCCH,Poecile atricapillus,Passeriformes,AMRE022,54.6252,-113.326,2000,6,27,Erin Stephens,9646,,93867,06:00:00,3,0,1,Jun 27 2000 12:00AM,Black-capped Chickadee,H
B9545,URN:NatureAlberta:ABATLAS2:94853-CAGO,Branta canadensis,Anseriformes,UM0,50.5643,-113.753,2000,4,21,Mike Mulligan,9816,,94853,09:00:00,3,1,1,Apr 21 2000 12:00AM,Canada Goose,X
B9546,URN:NatureAlberta:ABATLAS2:95087-CAGO,Branta canadensis,Anseriformes,TM94,50.92,-113.921,2000,5,21,Gustave J. Yaki,4868,,95087,14:00:00,-5,0,30,May 21 2000 12:00AM,Canada Goose,FL
B9547,URN:NatureAlberta:ABATLAS2:95526-CAGO,Branta canadensis,Anseriformes,UM37,51.2011,-113.362,2000,9,7,Terry Korolyk,9847,,95526,12:00:00,-3,0,70,Sep  7 2000 12:00AM,Canada Goose,X
B9548,URN:NatureAlberta:ABATLAS2:94841-CAGO,Branta canadensis,Anseriformes,UQ23,53.5347,-113.641,2000,4,14,Randel Hoscheit,9818,,94841,14:30:00,1,0,1,Apr 14 2000 12:00AM,Canada Goose,X
B9549,URN:NatureAlberta:ABATLAS2:96796-BCCH,Poecile atricapillus,Passeriformes,North Dunnegon,55.9198,-118.543,2000,7,21,Joan Kerr,6640,,96796,06:00:00,3,0,1,Jul 21 2000 12:00AM,Black-capped Chickadee,H
B9550,URN:NatureAlberta:ABATLAS2:96800-CAGO,Branta canadensis,Anseriformes,Clairmont,55.2184,-118.842,2000,5,5,Joan Kerr,6640,,96800,06:00:00,3,0,1,May  5 2000 12:00AM,Canada Goose,H
B9551,URN:NatureAlberta:ABATLAS2:95029-CAGO,Branta canadensis,Anseriformes,QG5,51.0099,-114.075,2000,5,7,Gustave J. Yaki,4868,,95029,06:00:00,16.5,0,4,May  7 2000 12:00AM,Canada Goose,FL
B9552,URN:NatureAlberta:ABATLAS2:97987-BCCH,Poecile atricapillus,Passeriformes,VU67,57.5188,-111.584,2000,6,13,Peter Balagus,10114,,97987,07:02:00,1.61667,0,1,Jun 13 2000 12:00AM,Black-capped Chickadee,X
B9553,URN:NatureAlberta:ABATLAS2:97983-GRJA,Perisoreus canadensis,Passeriformes,VU65,57.3398,-111.587,2000,6,12,Peter Balagus,10114,,97983,05:21:00,2.73333,0,3,Jun 12 2000 12:00AM,Gray Jay,X
B9554,URN:NatureAlberta:ABATLAS2:97983-BCCH,Poecile atricapillus,Passeriformes,VU65,57.3398,-111.587,2000,6,12,Peter Balagus,10114,,97983,05:21:00,2.73333,0,2,Jun 12 2000 12:00AM,Black-capped Chickadee,X
B9555,URN:NatureAlberta:ABATLAS2:99441-CAGO,Branta canadensis,Anseriformes,Jim Potter 23,52.9848,-114.771,2000,5,26,Jim Potter,10177,,99441,12:00:00,0,2,96,May 26 2000 12:00AM,Canada Goose,X
B9556,URN:NatureAlberta:ABATLAS2:99441-COLO,Gavia immer,Gaviiformes,Jim Potter 23,52.9848,-114.771,2000,5,26,Jim Potter,10177,,99441,12:00:00,0,2,1,May 26 2000 12:00AM,Common Loon,X
B9557,URN:NatureAlberta:ABATLAS2:979-GRJA,Perisoreus canadensis,Passeriformes,Brown Lowery Natural Area (near Priddis),50.8167,-114.35,2000,2,6,Andrew Slater,2062,,979,08:00:00,3.5,0,6,Feb  6 2000 12:00AM,Gray Jay,X
B9558,URN:NatureAlberta:ABATLAS2:979-BCCH,Poecile atricapillus,Passeriformes,Brown Lowery Natural Area (near Priddis),50.8167,-114.35,2000,2,6,Andrew Slater,2062,,979,08:00:00,3.5,0,9,Feb  6 2000 12:00AM,Black-capped Chickadee,X
B9559,URN:NatureAlberta:ABATLAS2:990-CAGO,Branta canadensis,Anseriformes,Sadlers Slough,51.05,-113.533,2000,4,30,Andrew Slater,2062,,990,08:45:00,1.25,0,35,Apr 30 2000 12:00AM,Canada Goose,X
B9560,URN:NatureAlberta:ABATLAS2:1082-CAGO,Branta canadensis,Anseriformes,Groves home,51.0016,-113.467,2000,4,18,Karen Groves,2094,,1082,19:00:00,1,0,1,Apr 18 2000 12:00AM,Canada Goose,P
B9561,URN:NatureAlberta:ABATLAS2:1321-CAGO,Branta canadensis,Anseriformes,Bretonia Pond,53.4403,-113.322,2000,3,29,Rick Palindat,2111,,1321,16:30:00,0.5,0,41,Mar 29 2000 12:00AM,Canada Goose,X
B9562,URN:NatureAlberta:ABATLAS2:2843-CAGO,Branta canadensis,Anseriformes,Irricana Sloughs,51.3167,-113.467,2000,7,30,Andrew Slater,2062,,2843,08:00:00,3,1,70,Jul 30 2000 12:00AM,Canada Goose,X
B9563,URN:NatureAlberta:ABATLAS2:2846-BCCH,Poecile atricapillus,Passeriformes,Carseland Weir,50.8167,-113.45,2000,8,20,Andrew Slater,2062,,2846,08:00:00,1.25,0,4,Aug 20 2000 12:00AM,Black-capped Chickadee,X
B9564,URN:NatureAlberta:ABATLAS2:2846-CAGO,Branta canadensis,Anseriformes,Carseland Weir,50.8167,-113.45,2000,8,20,Andrew Slater,2062,,2846,08:00:00,1.25,0,30,Aug 20 2000 12:00AM,Canada Goose,X
B9565,URN:NatureAlberta:ABATLAS2:2887-SNOW,Bubo scandiacus,Strigiformes,Calgary Acerage,50.8861,-113.857,2000,12,5,Mark Hannesschlager,2426,"Large size,mostly white with dark flecks",2887,09:00:00,2.5,1,1,Dec  5 2000 12:00AM,Snowy Owl,X
B9566,URN:NatureAlberta:ABATLAS2:3098-CAGO,Branta canadensis,Anseriformes,Bon's Lake Area,53.6784,-111.819,2000,5,28,Rob Hughes,4643,,3098,17:10:00,0.166667,1,30,May 28 2000 12:00AM,Canada Goose,H
